40,Jade,2022-11-26,0,0,1,0,kan,8,28,4,Soft coated wheaten terrier,http://localhost/kutyakepek/473.jpg,,,,placeholder,+36407275574
41,Viti,2023-4-20,1,0,1,1,kan,3,5,1,King Shepherd,http://localhost/kutyakepek/410.jpg,,,,placeholder,+36401317671
42,Nudli,2022-8-15,0,0,0,1,kan,27,22,1,Ausztrál terrier,http://localhost/kutyakepek/511.jpg,,,,placeholder,+36509894923
43,Kefir,2022-1-4,0,1,1,1,kan,6,9,3,Angol pointer,http://localhost/kutyakepek/212.jpg,,,,placeholder,+36402373643
44,Cherie,2022-1-19,1,1,0,0,szuka,28,26,3,Ír terrier,http://localhost/kutyakepek/434.jpg,,,,placeholder,+36406855648
45,Melák,2021-5-23,1,0,0,0,szuka,17,30,4,Ausztrál pásztorkutya,http://localhost/kutyakepek/450.jpg,,,,placeholder,+36607684768
46,Igric,2023-3-5,1,0,1,1,szuka,29,4,1,Tacskó,http://localhost/kutyakepek/145.jpg,,,,placeholder,+36308536621
47,Nevada,2023-5-11,0,0,1,0,kan,24,17,1,Schapendoes,http://localhost/kutyakepek/70.jpg,,,,placeholder,+36604954932
48,Horka,2023-4-11,0,0,0,0,kan,24,11,4,Si-cu,http://localhost/kutyakepek/420.jpg,,,,placeholder,+36407769437
49,Melák,2023-10-14,0,1,1,0,szuka,26,11,2,Fehér-fekete francia kopó,http://localhost/kutyakepek/112.jpg,,,,placeholder,+36401717214
50,Ládikó,2021-1-4,1,0,0,0,szuka,14,20,2,Amerikai pitbull terrier,http://localhost/kutyakepek/261.jpg,,,,placeholder,+36308874276
51,Zizi,2021-2-26,1,1,1,1,szuka,5,3,4,Dán-svéd őrkutya,http://localhost/kutyakepek/528.jpg,,,,placeholder,+36304689518
52,Rolf,2022-9-18,0,0,0,0,kan,2,13,1,Pikárdiai spániel,http://localhost/kutyakepek/54.jpg,,,,placeholder,+36607735191
53,Ollé,2021-4-22,1,1,1,1,kan,14,2,1,Staffordshire bullterrier,http://localhost/kutyakepek/342.jpg,,,,placeholder,+36601970922
54,Károly,2020-12-25,1,1,1,1,szuka,27,7,2,Szetter,http://localhost/kutyakepek/461.jpg,,,,placeholder,+36401893376
55,Szofi,2023-2-5,0,1,1,0,szuka,13,27,3,Kyi leo,http://localhost/kutyakepek/462.jpg,,,,placeholder,+36303111509
56,Zizi,2023-9-24,1,1,1,1,szuka,23,9,2,Harrier (Nyúlászkopó),http://localhost/kutyakepek/474.jpg,,,,placeholder,+36308027426
57,Kuku,2021-3-28,1,0,1,0,szuka,8,15,3,Fríz vízikutya,http://localhost/kutyakepek/479.jpg,,,,placeholder,+36603523937
58,Pötyi,2021-11-18,1,1,0,1,kan,17,23,1,Wetterhoun,http://localhost/kutyakepek/554.jpg,,,,placeholder,+36604719879
59,Gigi,2022-10-17,0,1,1,1,kan,16,13,4,Field spániel,http://localhost/kutyakepek/159.jpg,,,,placeholder,+36402096683
60,Shiva,2022-5-4,1,0,1,1,szuka,14,18,1,Ausztrál juhászkutya,http://localhost/kutyakepek/505.jpg,,,,placeholder,+36308100525
61,Grész,2022-8-19,1,1,0,1,kan,2,5,4,Fáraókutya,http://localhost/kutyakepek/141.jpg,,,,placeholder,+36408556852
62,Aramis,2023-11-20,0,0,0,1,szuka,25,26,3,Beauce-i juhászkutya,http://localhost/kutyakepek/96.jpg,,,,placeholder,+36409942022
63,Kuku,2020-7-25,0,1,1,1,szuka,22,2,2,Bergamói juhászkutya,http://localhost/kutyakepek/446.jpg,,,,placeholder,+36406650734
64,Scott,2023-1-3,1,1,1,0,szuka,8,9,1,Silken Windhound,http://localhost/kutyakepek/122.jpg,,,,placeholder,+36404344754
65,Furby,2022-3-22,1,1,0,0,kan,10,29,3,Savoye-i pásztorkutya,http://localhost/kutyakepek/335.jpg,,,,placeholder,+36308150383
66,Sziszi,2021-6-13,1,1,0,0,szuka,12,26,2,Ariége-i kopó,http://localhost/kutyakepek/511.jpg,,,,placeholder,+36503320688
67,Lady,2023-3-8,0,1,1,0,szuka,4,3,2,Bulldog,http://localhost/kutyakepek/103.jpg,,,,placeholder,+36401804120
68,Nelson,2020-7-6,0,0,1,0,kan,17,28,3,Szlovák kopó,http://localhost/kutyakepek/400.jpg,,,,placeholder,+36505450328
69,Darling,2021-7-14,1,1,1,0,kan,2,28,2,Akita inu,http://localhost/kutyakepek/140.jpg,,,,placeholder,+36505462606
70,Mézeske,2020-5-3,1,0,0,0,kan,22,30,2,Rövidszőrű német vizsla,http://localhost/kutyakepek/509.jpg,,,,placeholder,+36602689960
71,Lady,2022-12-9,0,0,1,1,szuka,11,4,1,Savoye-i pásztorkutya,http://localhost/kutyakepek/558.jpg,,,,placeholder,+36607583495
72,Szetti,2023-5-21,0,0,1,1,kan,20,20,2,Pudelpointer,http://localhost/kutyakepek/537.jpg,,,,placeholder,+36609370688
73,Jimmy,2023-12-27,0,1,1,1,szuka,19,7,3,Wolfspitz,http://localhost/kutyakepek/336.jpg,,,,placeholder,+36604442184
74,Zizi,2022-11-11,1,1,0,0,kan,17,18,2,Boston terrier,http://localhost/kutyakepek/507.jpg,,,,placeholder,+36402930846
75,Jade,2020-12-1,1,0,0,0,szuka,13,25,3,bolonka francuska,http://localhost/kutyakepek/34.jpg,,,,placeholder,+3660976571
76,Viti,2023-3-20,0,1,1,0,kan,10,22,4,Lapp pásztorkutya,http://localhost/kutyakepek/561.jpg,,,,placeholder,+36504592850
77,Bugatti,2020-9-1,1,0,0,0,kan,19,19,4,Schiller-kopó,http://localhost/kutyakepek/215.jpg,,,,placeholder,+3640925548
78,Keiko,2021-1-24,0,0,0,1,kan,17,20,3,Orosz-európai lajka,http://localhost/kutyakepek/474.jpg,,,,placeholder,+36605754948
79,Fickel,2023-8-25,0,1,1,1,szuka,8,17,2,Sinka,http://localhost/kutyakepek/254.jpg,,,,placeholder,+3650176501
80,Igric,2022-10-21,1,1,0,0,szuka,20,10,2,Bali hegyikutya,http://localhost/kutyakepek/388.jpg,,,,placeholder,+36509920863
81,Tofi,2023-4-10,0,0,1,1,szuka,21,29,3,Broholmer,http://localhost/kutyakepek/434.jpg,,,,placeholder,+36502643833
82,Dolfi,2020-4-24,0,0,1,1,kan,6,25,3,Lhasa apso,http://localhost/kutyakepek/98.jpg,,,,placeholder,+36506735295
83,Frakk,2023-3-13,1,1,1,1,kan,13,22,4,Boerboel,http://localhost/kutyakepek/181.jpg,,,,placeholder,+36607507700
84,Pötyi,2021-9-7,0,1,1,1,kan,21,28,2,Angol szetter,http://localhost/kutyakepek/280.jpg,,,,placeholder,+36305193262
85,Fifi,2022-1-25,0,1,0,1,kan,3,5,3,Telomian,http://localhost/kutyakepek/27.jpg,,,,placeholder,+3630892461
86,Parádé,2023-3-26,1,0,0,1,szuka,10,1,1,Halden kopó,http://localhost/kutyakepek/130.jpg,,,,placeholder,+36407274823
87,Gopher,2020-4-4,1,0,1,1,kan,14,7,1,Lagotto romagnolo,http://localhost/kutyakepek/206.jpg,,,,placeholder,+366077433
88,Fabula,2020-11-3,1,1,1,0,szuka,26,27,2,Lengyel agár,http://localhost/kutyakepek/37.jpg,,,,placeholder,+36402701395
89,Mancs,2023-3-12,0,0,0,0,kan,26,18,2,Tacskó,http://localhost/kutyakepek/102.jpg,,,,placeholder,+36404601943
90,FuFu,2021-5-16,1,0,1,1,szuka,24,23,4,Német juhászkutya,http://localhost/kutyakepek/309.jpg,,,,placeholder,+36505665643
91,Ládikó,2021-8-17,0,1,0,1,szuka,7,30,4,Tiroli kopó,http://localhost/kutyakepek/20.jpg,,,,placeholder,+3660532915
92,Rézi,2022-7-25,1,0,0,1,kan,12,30,2,Amerikai vízispániel,http://localhost/kutyakepek/332.jpg,,,,placeholder,+36501142050
93,Pongó,2023-4-18,0,0,1,1,kan,17,11,2,Airedale terrier,http://localhost/kutyakepek/280.jpg,,,,placeholder,+36301160085
94,Bella,2022-1-20,1,1,0,0,kan,14,23,4,Bearded collie,http://localhost/kutyakepek/113.jpg,,,,placeholder,+36508165798
95,Neutron,2023-7-26,0,1,1,1,szuka,13,23,4,Gascogne-i kék basset,http://localhost/kutyakepek/517.jpg,,,,placeholder,+36305774789
96,Espresso,2020-8-15,1,0,0,0,szuka,3,21,1,Szlovák csuvacs,http://localhost/kutyakepek/298.jpg,,,,placeholder,+36502421071
97,Illés,2023-10-6,0,1,1,1,szuka,12,6,4,Kis schwyzi kopó,http://localhost/kutyakepek/78.jpg,,,,placeholder,+36506611222
98,Sámson,2020-10-6,1,1,0,0,kan,28,25,1,Belga griffon,http://localhost/kutyakepek/325.jpg,,,,placeholder,+36401977127
99,Lucy,2022-8-20,0,1,1,0,kan,13,20,2,Amerikai-kanadai fehér juhászkutya,http://localhost/kutyakepek/81.jpg,,,,placeholder,+36607238166
100,Adél,2021-5-17,0,0,1,1,szuka,26,27,2,Poitevin,http://localhost/kutyakepek/82.jpg,,,,placeholder,+36608655249
101,Luigi,2020-1-7,0,0,0,0,kan,30,9,4,Norrbotteni spicc,http://localhost/kutyakepek/458.jpg,,,,placeholder,+36507252484
102,Shiva,2023-3-25,1,1,0,0,kan,18,1,4,Biewer yorkshire terrier,http://localhost/kutyakepek/190.jpg,,,,placeholder,+36302951338
103,Rüszi,2020-3-15,1,0,0,0,kan,16,8,4,Kanadai eszkimó kutya,http://localhost/kutyakepek/80.jpg,,,,placeholder,+36609302626
104,Axel,2020-2-18,1,1,0,0,kan,2,2,1,Groenendael,http://localhost/kutyakepek/338.jpg,,,,placeholder,+36603128241
105,Kai,2022-9-15,0,1,1,0,szuka,6,3,3,Hokkaido inu,http://localhost/kutyakepek/534.jpg,,,,placeholder,+36607175626
106,Melák,2022-12-18,1,0,1,1,kan,17,30,1,Moszkvai őrkutya,http://localhost/kutyakepek/50.jpg,,,,placeholder,+36603956492
107,Héra,2021-9-20,1,0,1,0,szuka,27,10,2,Abruzzói juhászkutya,http://localhost/kutyakepek/174.jpg,,,,placeholder,+36309289246
108,Destiny,2023-7-15,0,0,1,1,kan,16,15,2,Sussexi spániel,http://localhost/kutyakepek/119.jpg,,,,placeholder,+3650974126
109,Anasztázia,2020-4-16,1,0,0,0,kan,13,9,2,Staffordshire bullterrier,http://localhost/kutyakepek/148.jpg,,,,placeholder,+36606663727
110,Suzy,2020-1-15,0,1,1,0,szuka,25,14,4,Brazil masztiff,http://localhost/kutyakepek/92.jpg,,,,placeholder,+36609690982
111,Maggie,2020-6-8,1,0,0,0,szuka,11,30,1,Lucas terrier,http://localhost/kutyakepek/514.jpg,,,,placeholder,+36407644658
112,Nudli,2022-12-15,0,1,0,1,kan,1,15,4,Francia vizsla,http://localhost/kutyakepek/333.jpg,,,,placeholder,+36301498704
113,Nudli,2020-12-24,0,1,1,1,szuka,1,22,3,Sealyham terrier,http://localhost/kutyakepek/34.jpg,,,,placeholder,+36404493428
114,Héra,2020-12-1,1,0,1,0,szuka,6,30,2,Lagotto romagnolo,http://localhost/kutyakepek/73.jpg,,,,placeholder,+36405372109
115,Nimród,2021-2-7,1,0,1,0,kan,7,14,2,Chinook,http://localhost/kutyakepek/235.jpg,,,,placeholder,+36504757908
116,Azték,2023-7-12,0,1,0,0,kan,2,8,4,Szávavölgyi kopó,http://localhost/kutyakepek/317.jpg,,,,placeholder,+363018839
117,Félix,2020-5-28,0,1,1,1,kan,22,22,3,Bandog,http://localhost/kutyakepek/122.jpg,,,,placeholder,+36308876844
118,Orlando,2020-10-1,0,1,0,0,kan,1,2,3,Német fürjészeb,http://localhost/kutyakepek/107.jpg,,,,placeholder,+36409635369
119,Jet,2021-2-2,1,0,0,0,kan,4,25,4,Német spicc,http://localhost/kutyakepek/523.jpg,,,,placeholder,+36407828418
120,Bogáncs,2022-2-3,1,0,1,1,kan,3,9,4,Dobermann,http://localhost/kutyakepek/377.jpg,,,,placeholder,+36401751675
121,Pamacs,2022-4-14,1,1,1,1,szuka,9,9,1,Fehér-fekete francia kopó,http://localhost/kutyakepek/447.jpg,,,,placeholder,+36402522823
122,Narancs,2020-7-27,1,1,0,0,kan,12,12,4,Szibériai husky,http://localhost/kutyakepek/461.jpg,,,,placeholder,+36307499143
123,Gigi,2023-2-22,0,1,0,1,kan,7,22,1,Drótszőrű foxterrier,http://localhost/kutyakepek/116.jpg,,,,placeholder,+36408391045
124,Ádáz,2023-6-20,1,1,0,1,szuka,7,2,1,Délorosz juhászkutya,http://localhost/kutyakepek/484.jpg,,,,placeholder,+36408347438
125,Pufók,2020-7-25,0,1,1,1,kan,1,18,2,Isztriai kopó,http://localhost/kutyakepek/14.jpg,,,,placeholder,+36309018358
126,Grész,2022-11-8,0,0,0,0,szuka,9,9,2,Rövidszőrű magyar vizsla,http://localhost/kutyakepek/398.jpg,,,,placeholder,+36507430668
127,Dean,2021-1-10,1,1,0,0,szuka,6,18,1,Pikárdiai kék spániel,http://localhost/kutyakepek/254.jpg,,,,placeholder,+36404643960
128,Elíz,2021-1-20,1,1,0,0,kan,11,29,1,Vendée-i griffon basset,http://localhost/kutyakepek/391.jpg,,,,placeholder,+36409670557
129,Cadbury,2023-6-5,0,1,0,0,kan,13,15,2,Atlaszi hegyikutya,http://localhost/kutyakepek/78.jpg,,,,placeholder,+36507744657
130,Keksz,2023-10-12,1,1,1,0,szuka,28,23,2,Angol-francia falkavadász kopó,http://localhost/kutyakepek/319.jpg,,,,placeholder,+36601798108
131,Igric,2020-3-12,1,0,1,0,szuka,7,15,2,Markiesje,http://localhost/kutyakepek/522.jpg,,,,placeholder,+36307332851
132,Hasszán,2022-5-17,1,1,1,1,kan,20,20,3,Ausztrál pásztorkutya,http://localhost/kutyakepek/513.jpg,,,,placeholder,+36406062425
133,Mézeske,2023-8-4,1,0,0,1,kan,4,15,1,Sarplaninai juhászkutya,http://localhost/kutyakepek/36.jpg,,,,placeholder,+36409675637
134,Amaya,2020-2-12,0,1,0,0,kan,22,16,3,Ardenneki pásztorkutya,http://localhost/kutyakepek/366.jpg,,,,placeholder,+36308096796
135,Ollé,2020-9-21,0,1,1,0,szuka,3,26,2,Savoye-i pásztorkutya,http://localhost/kutyakepek/160.jpg,,,,placeholder,+3660933571
136,Stella,2020-10-10,1,1,1,0,kan,9,21,4,Drótszőrű isztriai kopó,http://localhost/kutyakepek/118.jpg,,,,placeholder,+36508292282
137,Szetti,2023-3-10,0,1,1,0,kan,22,16,3,Délorosz juhászkutya,http://localhost/kutyakepek/459.jpg,,,,placeholder,+36402807558
138,Mogyoró,2021-10-27,1,1,0,0,kan,18,21,3,Portugál vízikutya,http://localhost/kutyakepek/132.jpg,,,,placeholder,+36608825535
139,Karcsi,2022-3-20,0,0,1,1,kan,14,9,4,Fehér-cser nagy angol-francia kopó,http://localhost/kutyakepek/428.jpg,,,,placeholder,+36409965275
140,Lexi,2022-6-16,1,1,1,1,kan,23,19,2,Stájeri drótszőrű kopó,http://localhost/kutyakepek/450.jpg,,,,placeholder,+36404353488
141,Sakál,2021-3-8,0,1,0,0,szuka,23,25,2,Közép schnauzer,http://localhost/kutyakepek/407.jpg,,,,placeholder,+36402988381
142,Magnipuss,2020-7-12,0,1,0,1,szuka,13,19,2,Eszkimó kutya,http://localhost/kutyakepek/188.jpg,,,,placeholder,+36306136626
143,Pufók,2022-8-10,1,0,0,0,szuka,25,29,2,Drótszőrű portugál kopó,http://localhost/kutyakepek/104.jpg,,,,placeholder,+36604554891
144,Jorgosz,2021-4-15,0,1,0,1,szuka,15,8,4,Kromfohrlandi,http://localhost/kutyakepek/73.jpg,,,,placeholder,+36301665296
145,Pötyi,2021-8-4,1,0,1,1,szuka,13,26,3,Grönlandi kutya,http://localhost/kutyakepek/118.jpg,,,,placeholder,+36507244370
146,Bella,2021-3-23,0,0,1,0,kan,17,5,2,Kaliba kutya,http://localhost/kutyakepek/378.jpg,,,,placeholder,+36601326269
147,Rea,2022-1-2,1,0,1,0,kan,3,15,1,Perui meztelen kutya,http://localhost/kutyakepek/296.jpg,,,,placeholder,+36304000436
148,Afton,2021-7-18,0,0,0,1,kan,4,25,1,Óriás uszkár,http://localhost/kutyakepek/546.jpg,,,,placeholder,+36608272213
149,Bűvész,2020-11-9,0,1,0,1,szuka,5,28,2,Magyar agár,http://localhost/kutyakepek/414.jpg,,,,placeholder,+36605131397
150,Szeti,2021-3-2,0,1,1,0,kan,20,27,1,Brazil kopó,http://localhost/kutyakepek/215.jpg,,,,placeholder,+36607773115
151,Pitti,2020-9-9,1,1,1,1,szuka,13,13,1,Pont-Audemer-i spániel,http://localhost/kutyakepek/101.jpg,,,,placeholder,+36407322510
152,Espresso,2022-2-28,1,1,1,1,kan,9,29,3,Norvég elghund,http://localhost/kutyakepek/405.jpg,,,,placeholder,+36509051667
153,Zeusz,2020-11-12,0,0,1,0,kan,27,7,4,Telomian,http://localhost/kutyakepek/329.jpg,,,,placeholder,+3650938755
154,Maya,2022-4-23,0,1,0,1,szuka,9,23,1,Tervueren,http://localhost/kutyakepek/359.jpg,,,,placeholder,+36501578012
155,Szetti,2023-6-14,0,0,0,1,kan,23,14,1,Rouilers-i pászorkutya,http://localhost/kutyakepek/379.jpg,,,,placeholder,+3660169482
156,Cézár,2022-3-25,1,1,0,1,szuka,14,29,2,Trikolor nagy angol-francia kopó,http://localhost/kutyakepek/28.jpg,,,,placeholder,+36409625732
157,Hobbit,2023-3-24,1,1,1,1,kan,27,28,4,Kánaán kutya,http://localhost/kutyakepek/494.jpg,,,,placeholder,+36503417380
158,Mazsola,2021-3-12,0,1,1,1,szuka,3,1,4,Sinka,http://localhost/kutyakepek/15.jpg,,,,placeholder,+36409380006
159,Ursula,2020-9-13,1,0,1,1,kan,15,1,3,Padilokoon,http://localhost/kutyakepek/5.jpg,,,,placeholder,+36609254956
160,Teddy,2022-1-12,1,1,1,0,szuka,27,4,2,Mudi,http://localhost/kutyakepek/211.jpg,,,,placeholder,+36408097369
161,Melák,2021-2-3,0,1,0,1,kan,7,13,1,Tibeti terrier,http://localhost/kutyakepek/349.jpg,,,,placeholder,+36502186822
162,Mambó,2020-4-19,1,1,1,0,szuka,6,29,4,Drenti vizsla,http://localhost/kutyakepek/502.jpg,,,,placeholder,+36604483538
163,Mazsola,2023-8-1,1,0,1,0,szuka,29,10,4,Lapp pásztorkutya,http://localhost/kutyakepek/355.jpg,,,,placeholder,+36406078671
164,Szeszi,2022-1-1,1,1,0,1,szuka,3,4,3,Spanyol agár,http://localhost/kutyakepek/146.jpg,,,,placeholder,+36604194585
165,Szetti,2021-10-11,1,1,0,0,kan,15,25,4,Tajvani kutya,http://localhost/kutyakepek/403.jpg,,,,placeholder,+36302492224
166,Keiko,2020-4-28,1,1,0,0,kan,26,24,3,Labrador retriever,http://localhost/kutyakepek/117.jpg,,,,placeholder,+36507826306
167,Lassie,2020-6-6,0,0,1,0,szuka,12,27,4,Szerb trikolor kopó,http://localhost/kutyakepek/400.jpg,,,,placeholder,+36602329474
168,Zizi,2021-10-9,1,1,0,1,kan,29,9,4,Mioritic pásztorkutya,http://localhost/kutyakepek/202.jpg,,,,placeholder,+36406090053
169,Oszkár,2023-2-11,0,0,0,0,kan,15,5,3,Lakeland terrier,http://localhost/kutyakepek/410.jpg,,,,placeholder,+36409917358
170,Furby,2022-2-7,0,1,1,0,szuka,14,18,1,Harlekin pincser,http://localhost/kutyakepek/506.jpg,,,,placeholder,+36303306984
171,Pötyi,2022-6-19,1,1,0,0,kan,25,19,1,Mioritic pásztorkutya,http://localhost/kutyakepek/103.jpg,,,,placeholder,+36405122079
172,Iván,2023-9-2,0,0,1,1,szuka,20,22,3,Kis angol terrier,http://localhost/kutyakepek/13.jpg,,,,placeholder,+36406572534
173,Leó,2022-3-9,0,1,0,0,kan,17,20,1,Castro Laboreiro-i pásztorkutya,http://localhost/kutyakepek/431.jpg,,,,placeholder,+36505500393
174,Ádáz,2021-9-22,1,0,0,1,kan,10,12,2,Finn kopó,http://localhost/kutyakepek/59.jpg,,,,placeholder,+3630559708
175,Plutó,2020-5-5,1,1,0,1,kan,27,19,2,Szürke norvég elghund,http://localhost/kutyakepek/286.jpg,,,,placeholder,+3630350087
176,Elvis,2022-6-25,0,1,1,0,kan,23,28,2,Hovawart,http://localhost/kutyakepek/151.jpg,,,,placeholder,+3650540602
177,Viti,2021-7-5,0,1,1,0,szuka,3,6,1,Belga juhászkutya,http://localhost/kutyakepek/454.jpg,,,,placeholder,+36505454420
178,Gerry,2022-9-23,1,0,0,0,szuka,29,11,3,Törpe schnauzer,http://localhost/kutyakepek/242.jpg,,,,placeholder,+36302221325
179,Hektor,2022-4-1,0,1,0,1,kan,5,22,1,Finn spicc,http://localhost/kutyakepek/94.jpg,,,,placeholder,+36505272486
180,Scott,2020-10-22,1,0,1,0,szuka,5,16,2,Brie-i juhászkutya,http://localhost/kutyakepek/282.jpg,,,,placeholder,+36309159364
181,Lilla,2022-6-11,0,0,0,0,kan,7,15,3,Rhodesian ridgeback (Afrikai oroszlánkutya),http://localhost/kutyakepek/481.jpg,,,,placeholder,+36605974602
182,Parádé,2023-2-26,1,1,1,0,kan,28,19,4,Shetlandi juhászkutya,http://localhost/kutyakepek/531.jpg,,,,placeholder,+36402584990
183,Rex,2022-1-4,0,0,0,1,szuka,22,23,4,Német pinscher,http://localhost/kutyakepek/197.jpg,,,,placeholder,+36402943425
184,Gróf,2023-2-20,1,1,1,0,kan,21,26,3,Orosz toy terrier,http://localhost/kutyakepek/7.jpg,,,,placeholder,+36401944836
185,Jágó,2022-12-6,0,1,0,1,kan,29,24,3,Bergamói juhászkutya,http://localhost/kutyakepek/309.jpg,,,,placeholder,+36607773409
186,Kefir,2020-4-9,1,1,1,0,kan,26,1,3,Angol juhászkutya,http://localhost/kutyakepek/36.jpg,,,,placeholder,+3660251803
187,Stella,2022-10-18,0,1,0,1,kan,2,14,2,Olasz griffon,http://localhost/kutyakepek/404.jpg,,,,placeholder,+36409033928
